Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added,Biological_Unit,Is_Ref_DOI,Sex,Specimen_Type
100104,138952,0.18,0.045,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100105,138957,0.34,0.08,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100106,139050,NA,NA,0.6,NA,"{Van der Linden, 1990 #655}",7/10/23,solitary,FALSE,Unknown,Unknown
100107,139051,NA,NA,0.62,NA,"{Van der Linden, 1990 #655}",7/10/23,solitary,FALSE,Unknown,Unknown
100108,139054,NA,NA,1.12,NA,"{Van der Linden, 1990 #655}",7/10/23,solitary,FALSE,Unknown,Unknown
100109,139055,NA,0.089,0.211,NA,"{Tanamai, 2016 #654}",7/10/23,solitary,FALSE,Unknown,Unknown
100110,139061,NA,0.65,2.2,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100111,139062,NA,5,11.4,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100112,139065,NA,0.95,2.72,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100113,140258,NA,0.157,0.333,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100114,141754,NA,2,2.1,NA,"{Gofas, 2020 #672}",7/10/23,solitary,FALSE,Unknown,Unknown
100115,141760,NA,1.5,1.5,NA,"{Gofas, 2020 #672}",7/10/23,solitary,FALSE,Unknown,Unknown
100116,141763,NA,3.2,3,NA,"{Gofas, 2020 #672}",7/10/23,solitary,FALSE,Unknown,Unknown
100117,160147,0.25,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100118,160149,0.4,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100119,180898,NA,0.57,0.66,NA,"{Gofas, 2020 #672}",7/10/23,solitary,FALSE,Unknown,Unknown
100120,180921,NA,0.48,1.15,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100121,207905,NA,0.107,0.329,NA,"{Tanamai, 2016 #654}",7/10/23,solitary,FALSE,Unknown,Unknown
100122,215166,0.34,NA,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100123,216665,NA,0.7,1.7,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100124,216669,NA,2.6,6.5,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100125,216677,NA,0.74,1.73,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100126,216682,NA,1.69,3.48,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100127,216683,NA,0.6,1.55,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100128,216684,NA,1.74,4.8,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100129,216688,NA,0.78,2.29,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100130,216692,NA,1.96,5,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100131,216698,NA,0.95,3.14,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100132,216702,NA,1.92,4.15,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100133,216708,NA,2.08,5,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100134,224572,NA,0.146,0.308,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100135,224739,0.4,0.11,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100136,387706,NA,3.17,2.82,NA,"{Willan, 2002 #659}",7/10/23,solitary,FALSE,Unknown,Unknown
100137,389193,NA,1.08,1.15,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100138,389194,NA,1.57,1.81,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100139,389196,NA,0.76,0.96,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100140,389197,NA,1.19,1.44,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100141,389197,NA,1.19,1.44,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100142,389323,0.14,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100143,389323,0.164,0.031,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100144,389324,0.16,0.04,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100145,389325,0.196,0.036,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100146,389326,0.15,0.035,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100147,396507,NA,1.41,1.02,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100148,419417,NA,0.55,0.54,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100149,419435,NA,0.29,0.27,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100150,419438,NA,0.52,0.52,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100151,419440,NA,0.8,0.7,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100152,419448,NA,0.92,0.72,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100153,419466,NA,0.507,0.626,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100154,419526,NA,0.141,0.38,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100155,419529,NA,0.329,0.34,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100156,419532,NA,0.181,0.208,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100157,419578,0.35,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100158,419580,0.4,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100159,419584,0.32,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100160,419584,0.2,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100161,419586,0.104,NA,NA,NA,"{Moore, 1972 #668}",7/10/23,solitary,FALSE,Unknown,Unknown
100162,419588,0.4,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100163,419589,0.308,0.046,NA,NA,"{Moore, 1972 #668}",7/10/23,solitary,FALSE,Unknown,Unknown
100164,419591,0.2,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100165,419591,0.25,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100166,419593,0.214,0.06,NA,NA,"{Moore, 1972 #668}",7/10/23,solitary,FALSE,Unknown,Unknown
100167,419594,0.2,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100168,419595,0.2,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100169,419596,0.15,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100170,419598,0.21,0.052,NA,NA,"{Moore, 1972 #668}",7/10/23,solitary,FALSE,Unknown,Unknown
100171,437189,NA,NA,2.1,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100172,437189,NA,NA,2.1,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100173,458151,0.4,0.095,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100174,458152,0.32,0.06,NA,NA,"{Pizzini, 2008 #662}",7/10/23,solitary,FALSE,Unknown,Unknown
100175,458152,0.33,0.06,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100176,458153,0.315,0.06,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100177,458205,0.26,0.06,NA,NA,"{Raines, 2009 #663}",7/10/23,solitary,FALSE,Unknown,Unknown
100178,458206,0.21,0.05,NA,NA,"{Raines, 2009 #663}",7/10/23,solitary,FALSE,Unknown,Unknown
100179,458345,NA,1.07,1.05,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100180,458529,0.22,0.05,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100181,458530,0.25,0.065,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100182,458562,NA,1.16,1.41,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100183,458567,NA,1.8,2.2,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100184,467171,NA,NA,4.5,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100185,467171,NA,NA,4.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100186,467201,NA,1.14,1.3,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100187,467214,NA,1.12,1.31,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100188,467237,NA,1.8,1.92,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100189,467243,NA,0.93,1.04,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100190,467264,NA,1.06,1.33,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100191,467267,NA,0.97,1.2,NA,"{Vilvens, 2014 #660}",7/10/23,solitary,FALSE,Unknown,Unknown
100192,467283,NA,0.96,1.05,NA,"{Vilvens, 2005 #661}",7/10/23,solitary,FALSE,Unknown,Unknown
100193,473058,NA,0.175,0.525,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100194,473059,NA,0.12,0.388,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100195,473060,NA,0.142,0.375,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100196,473061,NA,0.109,0.308,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100197,473075,NA,0.159,0.361,NA,"{Cavallari, 2020 #649}",7/10/23,solitary,FALSE,Unknown,Unknown
100198,473092,NA,0.42,1.5,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100199,473093,NA,1.01,2.29,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100200,473095,NA,0.81,2.27,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100201,473097,NA,1.29,2.68,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100202,473098,NA,1.6,4.81,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100203,473099,NA,1.39,5.22,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100204,473100,NA,0.83,2.84,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100205,473101,NA,0.54,1.66,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100206,473103,NA,0.8,1.8,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100207,473104,NA,1.01,3.28,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100208,473105,NA,0.87,2.47,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100209,473107,NA,1.82,7.05,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100210,473108,NA,1.61,3.98,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100211,473109,NA,1.44,4.9,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100212,473110,NA,NA,5.1,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100213,473111,NA,1.01,2.71,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100214,473112,NA,0.92,3.11,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100215,473115,NA,1.04,2.76,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100216,473116,NA,1.25,3.1,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100217,473118,NA,1.43,3.5,NA,10.5479/si.00810282.510,7/10/23,solitary,TRUE,Unknown,Unknown
100218,532280,0.24,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100219,532478,0.25,NA,NA,NA,"{Pastorino, 2014 #665}",7/10/23,solitary,FALSE,Unknown,Unknown
100220,532493,0.3,NA,NA,NA,"{Absalão, 2001 #196}",7/10/23,solitary,FALSE,Unknown,Unknown
100221,532493,0.3,NA,NA,NA,"{Mello, 1986 #664}",7/10/23,solitary,FALSE,Unknown,Unknown
100222,532504,NA,NA,1.65,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100223,532509,NA,NA,0.91,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100224,532511,NA,NA,2.22,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100225,532517,NA,NA,1.33,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100226,532519,NA,1.1,1.1,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100227,532519,NA,NA,1.26,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100228,532521,NA,2.57,2.58,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100229,532526,NA,NA,2.6,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100230,532537,NA,NA,0.89,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100231,532538,NA,0.92,1.31,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100232,532547,NA,NA,1.13,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100233,534197,NA,NA,3.5,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100234,534197,NA,NA,3.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100235,534342,0.32,0.06,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100236,534347,0.26,NA,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100237,545240,0.17,0.04,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100238,545250,NA,0.08,0.28,NA,"{Bartsch, 1920 #633}",7/10/23,solitary,FALSE,Unknown,Unknown
100239,545252,0.29,0.05,NA,NA,10.5733/afin.052.0101,7/10/23,solitary,TRUE,Unknown,Unknown
100240,545252,0.22,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100241,545253,0.29,0.075,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100242,545254,0.21,0.041,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100243,545257,0.324,0.078,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100244,545258,0.168,0.045,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100245,545261,0.267,0.07,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100246,545263,0.21,0.05,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100247,545264,0.19,NA,NA,NA,10.5733/afin.056.0109,7/10/23,solitary,TRUE,Unknown,Unknown
100248,545264,0.18,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100249,545298,0.2,0.035,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100250,545299,0.31,0.074,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100251,545301,0.173,0.035,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100252,545303,0.257,0.064,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100253,545304,0.17,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100254,545306,0.36,0.085,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100255,545308,0.21,0.05,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100256,545311,0.22,0.054,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100257,545312,0.2,0.045,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100258,545313,0.178,0.048,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100259,545339,0.17,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100260,545340,0.435,0.112,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100261,545346,0.31,0.051,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100262,545350,0.28,0.06,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100263,545351,0.31,0.065,NA,NA,"{Deel, 2000 #667}",7/10/23,solitary,FALSE,Unknown,Unknown
100264,545353,0.235,0.069,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100265,545354,0.316,0.066,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100266,545356,0.306,0.07,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100267,545358,0.28,0.07,NA,NA,10.5733/afin.052.0101,7/10/23,solitary,TRUE,Unknown,Unknown
100268,545358,0.2,0.04,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100269,545358,0.2,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100270,545361,0.256,0.07,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100271,545362,0.254,0.045,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100272,545363,0.405,0.075,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100273,545364,0.145,0.025,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100274,545373,0.325,0.08,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100275,545376,0.26,0.06,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100276,545382,0.21,0.05,NA,Teleoconch vI (last growth stage),10.11646/zootaxa.4827.1.1,7/10/23,solitary,TRUE,Unknown,Unknown
100277,574898,NA,NA,3.2,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100278,574902,NA,NA,1.5,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100279,574902,NA,NA,1.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100280,574904,NA,NA,2.8,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100281,574906,NA,NA,1.6,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100282,574906,NA,NA,1.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100283,578439,0.22,0.07,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100284,578442,0.14,0.03,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100285,578443,0.22,0.06,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100286,578443,0.24,NA,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100287,578444,0.18,0.04,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100288,578444,0.18,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100289,578445,0.22,0.05,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100290,578446,0.26,0.05,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100291,578447,0.22,0.05,NA,NA,"{Pizzini, 2011 #669}",7/10/23,solitary,FALSE,Unknown,Unknown
100292,578457,0.3,0.05,NA,NA,"{Vannozzi, 2016 #657}",7/10/23,solitary,FALSE,Unknown,Unknown
100293,578457,0.35,0.07,NA,NA,"{Raines, 2005 #671}",7/10/23,solitary,FALSE,Unknown,Unknown
100294,579072,0.14,0.03,NA,NA,10.5733/afin.052.0101,7/10/23,solitary,TRUE,Unknown,Unknown
100295,579072,0.16,NA,NA,NA,10.5733/afin.056.0109,7/10/23,solitary,TRUE,Unknown,Unknown
100296,580410,NA,NA,4.5,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100297,580410,NA,NA,4.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100298,580411,NA,NA,3.5,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100299,580411,NA,NA,3.5,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100300,580412,NA,NA,3,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100301,580412,NA,NA,3,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100302,580415,NA,NA,1.4,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100303,580415,NA,NA,1.1,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100304,580416,NA,NA,2.2,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100305,580416,NA,NA,2.2,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100306,580417,NA,NA,2,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100307,580417,NA,NA,2.2,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100308,580418,NA,NA,2.9,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100309,580418,NA,NA,2.4,NA,"{Tuskes, 2019 #666}",7/10/23,solitary,FALSE,Unknown,Unknown
100310,581196,NA,0.34,0.7,NA,"{Bartsch, 1920 #633}",7/10/23,solitary,FALSE,Unknown,Unknown
100311,581248,NA,0.35,0.72,NA,"{Bartsch, 1920 #633}",7/10/23,solitary,FALSE,Unknown,Unknown
100312,581270,NA,0.42,0.87,NA,"{Bartsch, 1920 #633}",7/10/23,solitary,FALSE,Unknown,Unknown
100313,581323,NA,0.11,0.37,NA,"{Bartsch, 1920 #633}",7/10/23,solitary,FALSE,Unknown,Unknown
100314,598237,NA,0.41,0.4,NA,10.11646/zootaxa.4609.3.1,7/10/23,solitary,TRUE,Unknown,Unknown
100315,707346,NA,3.82,3.76,NA,10.3897/zookeys.224.3684,7/10/23,solitary,TRUE,Unknown,Unknown
100316,711467,NA,NA,1.2,NA,10.11646/zoosymposia.13.1.9,7/10/23,solitary,TRUE,Unknown,Unknown
100317,731504,0.13,0.02,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100318,731505,0.23,0.05,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100319,731508,0.22,0.02,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100320,731509,0.16,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100321,731510,0.22,0.05,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100322,731512,0.39,0.088,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100323,731515,0.22,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100324,731517,0.16,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100325,731518,0.18,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100326,731519,0.19,0.03,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100327,731522,0.2,0.04,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100328,731529,0.25,0.038,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
100329,731530,0.23,NA,NA,NA,"{Pizzini, 2013 #670}",7/10/23,solitary,FALSE,Unknown,Unknown
