Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added,Biological_Unit
165801,507130,8.4,3,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165802,852828,0.88,0.31,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165803,505772,NA,9,8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165804,505774,NA,9.8,8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165805,506963,NA,NA,13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165806,505122,NA,1.8,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165807,393589,NA,4.6,4.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165808,393593,NA,6.8,7.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165809,393636,NA,5.5,5.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165810,507923,NA,3.3,2.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165811,507916,NA,4,3.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165812,507915,NA,5.8,5.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165813,507912,NA,3.6,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165814,507911,NA,3.4,2.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165815,876429,NA,0.5,0.31,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165816,592746,1.2,NA,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165817,888570,3,NA,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165818,233903,NA,1,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165819,506900,NA,2.5,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165820,395525,NA,0.4,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165821,504554,NA,11,12.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165822,722863,NA,0.98,0.87,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165823,507984,NA,7.5,5.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165824,394633,NA,2.7,3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165825,494244,17.8,9.2,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165826,744521,3.4,NA,1.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165827,140485,3.5,NA,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165828,506497,0.48,NA,0.38,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165829,506489,0.31,NA,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165830,506488,0.44,NA,0.32,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165831,506198,5,NA,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165832,731895,NA,1.1,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165833,873248,NA,2.7,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165834,873253,NA,2.8,2.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165835,873254,NA,1.9,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165836,505788,11.7,NA,5.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165837,393701,NA,6,6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165838,138803,20,16,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165839,1530663,14,10.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165840,216384,13.3,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165841,342395,4,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165842,342239,39,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165843,141548,2.4,1.8,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165844,414216,NA,7,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165845,414232,4,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165846,513156,20,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165847,414212,12,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165848,513199,15,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165849,160803,13,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165850,124392,5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165851,414225,NA,18,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165852,414226,NA,10,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165853,414192,2,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165854,598690,NA,0.35,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165855,565310,NA,NA,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165856,598691,NA,NA,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165857,598692,NA,0.12,0.32,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165858,598693,NA,0.104,0.29,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165859,565344,NA,NA,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165860,594674,NA,0.207,0.205,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165861,594278,NA,0.183,0.177,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165862,594279,NA,0.38,0.335,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165863,594280,NA,0.18,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165864,594283,NA,0.257,0.267,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165865,570015,NA,NA,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165866,585801,NA,2.8,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165867,513946,NA,0.9,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165868,490668,NA,2.5,6.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165869,598720,NA,4,8.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165870,490671,NA,2.4,6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165871,598719,NA,1.8,4.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165872,598721,NA,1.5,4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165873,490674,NA,4.3,9.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165874,490675,NA,3.1,6.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165875,490676,NA,2.2,5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165876,534037,5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165877,881117,NA,1.5,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165878,599128,NA,0.6,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165879,395333,NA,1.6,2.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165880,385224,NA,2.1,4.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165881,385225,NA,NA,23.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165882,385226,NA,14.5,26,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165883,385227,NA,3.28,8.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165884,385228,NA,2.6,5.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165885,385229,NA,9.3,26,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165886,385233,NA,3.2,10,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165887,385234,NA,3.5,8.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165888,385235,NA,7,18.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165889,385239,NA,6.6,14.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165890,385242,NA,3.8,8.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165891,385243,NA,4.5,11,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165892,385244,NA,7.5,19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165893,385245,NA,6.4,14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165894,385246,NA,2.14,6.98,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165895,385247,NA,4.3,11.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165896,596798,NA,0.35,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165897,591437,NA,0.05,0.16,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165898,599217,5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165899,598542,NA,0.14,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165900,598544,NA,0.12,0.215,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165901,565209,NA,0.17,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165902,565212,NA,0.16,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165903,598546,NA,0.105,0.18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165904,598547,NA,0.125,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165905,598548,NA,0.13,0.23,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165906,598549,NA,0.13,0.24,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165907,523700,NA,NA,3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165908,409967,3.5,NA,5.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165909,409968,NA,1.9,3.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165910,409969,NA,NA,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165911,409970,NA,1.2,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165912,409974,NA,2.6,6.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165913,409975,NA,0.9,1.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165914,409976,NA,0.7,1.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165915,590660,NA,NA,3.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165916,598485,NA,0.106,0.215,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165917,598488,NA,0.076,0.134,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165918,598491,NA,0.08,0.13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165919,598500,NA,0.06,0.09,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165920,598501,NA,0.045,0.11,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165921,598502,NA,0.076,0.152,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165922,598503,NA,0.07,0.13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165923,598504,NA,0.05,0.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165924,565306,NA,0.069,0.098,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165925,598506,NA,0.08,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165926,492975,NA,0.125,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165927,492985,NA,0.19,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165928,716368,NA,0.35,0.28,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165929,492993,NA,0.25,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165930,492396,NA,0.25,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165931,1472539,NA,3,5.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165932,565857,NA,0.5,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165933,490703,NA,2,3.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165934,197046,6.4,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165935,1023279,NA,4,10,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165936,432979,NA,0.4,0.95,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165937,432980,NA,0.24,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165938,432985,NA,0.23,0.54,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165939,432986,NA,0.3,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165940,599013,NA,0.3,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165941,432992,NA,0.37,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165942,432994,NA,0.3,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165943,432996,NA,0.4,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165944,432997,NA,0.23,0.57,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165945,433000,NA,0.38,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165946,433001,NA,0.18,0.43,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165947,578787,NA,0.6,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165948,567708,NA,0.75,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165949,433036,NA,0.3,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165950,599039,NA,0.6,1.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165951,511811,NA,NA,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165952,599222,7.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165953,730434,40,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165954,138756,30,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165955,568189,25,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165956,598346,NA,0.32,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165957,598347,NA,0.3,0.225,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165958,598348,NA,0.35,0.305,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165959,598352,NA,0.23,0.18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165960,225658,NA,9.5,13.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165961,509999,0.35,0.25,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165962,404992,NA,12,6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165963,456583,1.7,1.3,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165964,509994,1.1,0.7,0.175,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165965,592487,NA,0.6,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165966,238118,0.2,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165967,565337,NA,0.13,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165968,565341,NA,0.105,0.22,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165969,598557,NA,0.16,0.27,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165970,598558,NA,0.1,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165971,435633,NA,0.6,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165972,432603,NA,0.4,1.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165973,490747,NA,3.3,6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165974,490748,NA,4.1,8.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165975,446839,NA,1.2,1.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165976,446841,NA,1.3,2.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165977,413845,NA,0.46,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165978,598762,NA,NA,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165979,410831,NA,0.45,1.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165980,416811,NA,0.22,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165981,1043195,NA,2.9,5.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165982,598136,NA,NA,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165983,598138,NA,0.1,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165984,598990,NA,1.9,4.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165985,598753,NA,0.65,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165986,410854,NA,4.1,6.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165987,550021,NA,1.8,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165988,534041,3.2,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165989,763788,3.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165990,492322,NA,0.24,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165991,457852,NA,1.6,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165992,1463200,NA,0.86,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165993,598991,NA,0.9,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165994,432759,NA,2,4.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165995,598285,NA,0.155,0.13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165996,598286,NA,0.07,0.067,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165997,598287,NA,0.102,0.083,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165998,467979,NA,6.9,5.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
165999,703784,NA,0.5,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166000,559223,6.6,4.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166001,531608,3.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166002,599215,7,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166003,140815,6,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166004,599073,NA,0.1,0.22,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166005,599075,NA,0.09,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166006,584883,NA,0.2,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166007,598354,NA,0.1,0.12,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166008,598355,NA,0.1,0.08,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166009,598288,NA,0.15,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166010,598289,NA,0.14,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166011,490771,NA,1.1,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166012,598723,NA,1.2,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166013,490772,NA,1.6,3.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166014,490773,NA,2.3,4.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166015,830989,NA,NA,4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166016,490775,NA,NA,2.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166017,490776,NA,2.1,4.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166018,491393,NA,2.5,5.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166019,490777,NA,0.9,2.06,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166020,491394,NA,1.2,2.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166021,510438,NA,3.7,6.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166022,510448,NA,2,3.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166023,212841,NA,1.3,2.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166024,510945,NA,0.8,1.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166025,216977,NA,NA,5.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166026,138759,12,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166027,476466,NA,11.5,18.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166028,476467,NA,5.2,9.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166029,744012,NA,0.7,1.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166030,558904,1.1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166031,492400,NA,0.225,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166032,383262,NA,3.85,12.65,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166033,446284,NA,0.345,0.475,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166034,446288,NA,1.35,1.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166035,446299,NA,0.35,0.445,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166036,446302,NA,0.335,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166037,446308,NA,1.1,0.75,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166038,446339,NA,0.445,0.52,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166039,598210,NA,1.2,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166040,598216,NA,2,2.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166041,598217,NA,0.8,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166042,598218,NA,NA,0.62,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166043,598219,NA,0.8,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166044,590656,NA,3.9,5.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166045,876690,NA,0.55,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166046,598228,NA,0.9,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166047,564834,3.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166048,416623,1.2,0.6,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166049,467285,NA,0.245,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166050,467286,NA,1.2,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166051,467287,NA,0.87,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166052,1304880,2,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166053,724086,NA,3.2,6.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166054,592513,NA,0.225,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166055,532560,0.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166056,139029,NA,0.41,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166057,579388,0.37,0.28,0.06,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166058,579389,0.24,0.2,0.05,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166059,325446,3.5,2.8,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166060,325447,8.4,7,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166061,325449,6,5,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166062,707484,6.5,5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166063,325453,5,4,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166064,325454,5.1,4.5,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166065,325460,7,5.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166066,325461,8,6.8,3.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166067,533898,5.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166068,463435,2.1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166069,598679,NA,0.19,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166070,598680,NA,0.2,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166071,591438,NA,0.12,0.49,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166072,141101,NA,15,31,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166073,565873,NA,0.16,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166074,451670,NA,0.79,0.88,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166075,565331,NA,0.12,0.08,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166076,598296,NA,0.3,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166077,524241,NA,0.3,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166078,524262,NA,1.2,3.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166079,598196,NA,1.2,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166080,579369,0.59,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166081,579367,0.74,0.32,0.21,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166082,579366,0.89,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166083,579368,0.65,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166084,570842,0.35,0.14,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166085,570843,0.23,0.1,0.065,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166086,830461,NA,0.108,0.049,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166087,598197,NA,0.43,0.38,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166088,598198,NA,0.8,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166089,598199,NA,0.9,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166090,598200,NA,0.65,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166091,598201,NA,0.6,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166092,598202,NA,0.59,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166093,598203,NA,0.58,0.43,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166094,598204,NA,1.8,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166095,598205,NA,3,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166096,598700,NA,NA,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166097,579391,0.21,0.18,0.06,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166098,463604,NA,2.4,9.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166099,463606,NA,NA,12.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166100,463620,NA,2.5,10.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166101,463624,NA,3,13.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166102,463625,NA,3.2,13.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166103,598734,NA,0.9,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166104,490921,NA,4.5,7.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166105,724087,NA,1.2,2.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166106,598732,NA,2.3,4.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166107,847636,NA,1.2,2.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
