Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added
117111,605942,0.5,,,IM-2000-30852 Lectotype,"{, 2023 #837}",10/15/23
117112,762386,2.64,,,IM-2000-30856 Lectotype,"{, 2023 #837}",10/15/23
117113,856242,0.81,,,IM-2000-30857 Holotype,"{, 2023 #837}",10/15/23
117114,856246,0.76,,,IM-2000-30858 Holotype,"{, 2023 #837}",10/15/23
117115,856247,0.95,,,IM-2000-30859 Holotype,"{, 2023 #837}",10/15/23
117116,856248,0.85,,,IM-2000-30860 Holotype,"{, 2023 #837}",10/15/23
117117,754430,2.255,,,IM-2000-30861 Syntype(s),"{, 2023 #837}",10/15/23
117118,594420,0.4,,,IM-2000-3088 Holotype,"{, 2023 #837}",10/15/23
117119,433972,2.65,,,IM-2000-3091 Holotype,"{, 2023 #837}",10/15/23
117120,435571,0.83,,,IM-2000-3093 Syntype(s),"{, 2023 #837}",10/15/23
117121,435571,0.8,,,IM-2000-3094 Syntype(s),"{, 2023 #837}",10/15/23
117122,436361,0.49,,,IM-2000-3097 Syntype(s),"{, 2023 #837}",10/15/23
117123,387780,1.71,,,IM-2000-30975 Holotype,"{, 2023 #837}",10/15/23
117124,762161,0.42,,,IM-2000-3098 Syntype(s),"{, 2023 #837}",10/15/23
117125,435442,0.51,,,IM-2000-3099 Syntype(s),"{, 2023 #837}",10/15/23
117126,850765,0.814,,,IM-2000-30996 Paratype(s),"{, 2023 #837}",10/15/23
117127,216290,0.67,,,IM-2000-30997 Lectotype,"{, 2023 #837}",10/15/23
117128,749950,6,,,IM-2000-3100 Lectotype,"{, 2023 #837}",10/15/23
117129,887300,3.28,,,IM-2000-31005 Holotype,"{, 2023 #837}",10/15/23
117130,747770,0.38,,,IM-2000-3101 Holotype,"{, 2023 #837}",10/15/23
117131,887303,1.49,,,IM-2000-31014 Holotype,"{, 2023 #837}",10/15/23
117132,748639,0.15,,,IM-2000-31019 Syntype(s),"{, 2023 #837}",10/15/23
117133,434955,0.6,,,IM-2000-3102 Holotype,"{, 2023 #837}",10/15/23
117134,863100,0.15,,,IM-2000-31020 Syntype(s),"{, 2023 #837}",10/15/23
117135,759183,0.3,,,IM-2000-31021 Syntype(s),"{, 2023 #837}",10/15/23
117136,761327,0.3,,,IM-2000-31022 Holotype,"{, 2023 #837}",10/15/23
117137,761327,0.4,,,IM-2000-31023 Paratype(s),"{, 2023 #837}",10/15/23
117138,854167,0.73,,,IM-2000-31024 Syntype(s),"{, 2023 #837}",10/15/23
117139,141826,2.67,,,IM-2000-31028 Syntype(s),"{, 2023 #837}",10/15/23
117140,1306721,2.65,,,IM-2000-31029 Syntype(s),"{, 2023 #837}",10/15/23
117141,1306721,2.7,,,IM-2000-31030 Syntype(s),"{, 2023 #837}",10/15/23
117142,180887,1.22,,,IM-2000-31032 Holotype,"{, 2023 #837}",10/15/23
117143,856287,1.15,,,IM-2000-31034 Lectotype,"{, 2023 #837}",10/15/23
117144,863101,1.17,,,IM-2000-31036 Syntype(s),"{, 2023 #837}",10/15/23
117145,863102,1.33,,,IM-2000-31038 Holotype,"{, 2023 #837}",10/15/23
117146,748797,1.1,,,IM-2000-31039 Lectotype,"{, 2023 #837}",10/15/23
117147,748186,1.86,,,IM-2000-3104 Syntype(s)?,"{, 2023 #837}",10/15/23
117148,594276,0.21,,,IM-2000-31041 Holotype,"{, 2023 #837}",10/15/23
117149,594172,0.545,,,IM-2000-31044 Holotype,"{, 2023 #837}",10/15/23
117150,749949,1.24,,,IM-2000-3105 Syntype(s),"{, 2023 #837}",10/15/23
117151,593898,0.1,,,IM-2000-31057 Lectotype,"{, 2023 #837}",10/15/23
117152,854339,1.9,,,IM-2000-31059 Syntype(s),"{, 2023 #837}",10/15/23
117153,433877,3.25,,,IM-2000-3106 Holotype,"{, 2023 #837}",10/15/23
117154,593743,0.4,,,IM-2000-31060 Holotype,"{, 2023 #837}",10/15/23
117155,220115,0.11,,,IM-2000-31062 Syntype(s),"{, 2023 #837}",10/15/23
117156,856251,0.25,,,IM-2000-31063 Syntype(s),"{, 2023 #837}",10/15/23
117157,211925,0.58,,,IM-2000-31064 Syntype(s),"{, 2023 #837}",10/15/23
117158,596624,0.21,,,IM-2000-31065 Holotype,"{, 2023 #837}",10/15/23
117159,1043226,2.17,,,IM-2000-31066 Syntype(s),"{, 2023 #837}",10/15/23
117160,754442,4.67,,,IM-2000-31067 Holotype,"{, 2023 #837}",10/15/23
117161,856639,1.29,,,IM-2000-31071 Paratype(s),"{, 2023 #837}",10/15/23
117162,561132,2.09,,,IM-2000-31072 Paratype(s),"{, 2023 #837}",10/15/23
117163,670461,7.55,,,IM-2000-31073 Lectotype,"{, 2023 #837}",10/15/23
117164,749453,0.58,,,IM-2000-31075 Syntype(s),"{, 2023 #837}",10/15/23
117165,750687,1.18,,,IM-2000-31091 Syntype(s),"{, 2023 #837}",10/15/23
117166,141835,0.86,,,IM-2000-31092 Syntype(s),"{, 2023 #837}",10/15/23
117167,934177,10.98,,,IM-2000-31093 Holotype,"{, 2023 #837}",10/15/23
117168,751033,2.4,,,IM-2000-31095 Syntype(s),"{, 2023 #837}",10/15/23
117169,594173,1.01,,,IM-2000-31096 Holotype,"{, 2023 #837}",10/15/23
117170,594173,0.96,,,IM-2000-31097 Paratype(s),"{, 2023 #837}",10/15/23
117171,534255,1.9,,,IM-2000-31098 Syntype(s),"{, 2023 #837}",10/15/23
117172,861418,2.25,,,IM-2000-31099 Syntype(s),"{, 2023 #837}",10/15/23
117173,749328,1.07,,,IM-2000-31100 Syntype(s),"{, 2023 #837}",10/15/23
117174,556957,0.9,,,IM-2000-31105 Lectotype,"{, 2023 #837}",10/15/23
117175,141474,0.228,,,IM-2000-31106 Holotype,"{, 2023 #837}",10/15/23
117176,594174,0.465,,,IM-2000-31108 Holotype,"{, 2023 #837}",10/15/23
117177,594174,0.405,,,IM-2000-31109 Paratype(s),"{, 2023 #837}",10/15/23
117178,850766,13.28,,,IM-2000-31111 Paratype(s),"{, 2023 #837}",10/15/23
117179,138957,0.19,,,IM-2000-31114 Syntype(s),"{, 2023 #837}",10/15/23
117180,545337,0.21,,,IM-2000-31115 Syntype(s),"{, 2023 #837}",10/15/23
117181,873456,0.75,,,IM-2000-31116 Paratype(s),"{, 2023 #837}",10/15/23
117182,873456,0.87,,,IM-2000-31117 Holotype,"{, 2023 #837}",10/15/23
117183,388322,0.52,,,IM-2000-31118 Holotype,"{, 2023 #837}",10/15/23
117184,1603544,0.3,,,IM-2000-31119 Syntype(s),"{, 2023 #837}",10/15/23
117185,180885,0.91,,,IM-2000-31120 Holotype,"{, 2023 #837}",10/15/23
117186,750699,0.99,,,IM-2000-31122 Syntype(s),"{, 2023 #837}",10/15/23
117187,863051,0.18,,,IM-2000-31123 Syntype(s),"{, 2023 #837}",10/15/23
117188,748801,1.4,,,IM-2000-31124 Lectotype,"{, 2023 #837}",10/15/23
117189,816713,1.2,,,IM-2000-31126 Syntype(s),"{, 2023 #837}",10/15/23
117190,863093,1.2,,,IM-2000-31127 Syntype(s),"{, 2023 #837}",10/15/23
117191,863094,1,,,IM-2000-31129 Syntype(s),"{, 2023 #837}",10/15/23
117192,863094,0.98,,,IM-2000-31130 Syntype(s),"{, 2023 #837}",10/15/23
117193,863095,0.9,,,IM-2000-31131 Syntype(s),"{, 2023 #837}",10/15/23
117194,215216,0.4,,,IM-2000-31132 Syntype(s),"{, 2023 #837}",10/15/23
117195,863096,1.4,,,IM-2000-31133 Syntype(s),"{, 2023 #837}",10/15/23
117196,750703,1.1,,,IM-2000-31134 Syntype(s),"{, 2023 #837}",10/15/23
117197,224551,1,,,IM-2000-31135 Syntype(s),"{, 2023 #837}",10/15/23
117198,581609,1.43,,,IM-2000-31136 Syntype(s),"{, 2023 #837}",10/15/23
117199,141697,0.115,,,IM-2000-31137 Holotype,"{, 2023 #837}",10/15/23
117200,758004,2.7,,,IM-2000-31139 Syntype(s),"{, 2023 #837}",10/15/23
117201,216367,0.3,,,IM-2000-31140 Syntype(s),"{, 2023 #837}",10/15/23
117202,865159,0.42,,,IM-2000-31141 Syntype(s),"{, 2023 #837}",10/15/23
117203,534260,4,,,IM-2000-31142 Syntype(s),"{, 2023 #837}",10/15/23
117204,388323,0.795,,,IM-2000-31143 Holotype,"{, 2023 #837}",10/15/23
117205,388324,0.58,,,IM-2000-31144 Holotype,"{, 2023 #837}",10/15/23
117206,579293,1.3,,,IM-2000-31147 Syntype(s),"{, 2023 #837}",10/15/23
117207,749834,0.75,,,IM-2000-31148 Syntype(s),"{, 2023 #837}",10/15/23
117208,594203,1.05,,,IM-2000-31149 Holotype,"{, 2023 #837}",10/15/23
117209,863132,1.45,,,IM-2000-31150 Syntype(s),"{, 2023 #837}",10/15/23
117210,863117,1.4,,,IM-2000-31151 Syntype(s),"{, 2023 #837}",10/15/23
117211,572990,0.9,,,IM-2000-31152 Syntype(s),"{, 2023 #837}",10/15/23
117212,751036,1.7,,,IM-2000-31153 Syntype(s),"{, 2023 #837}",10/15/23
117213,758057,2.2,,,IM-2000-31156 Lectotype,"{, 2023 #837}",10/15/23
117214,865168,1.25,,,IM-2000-31158 Syntype(s),"{, 2023 #837}",10/15/23
117215,211265,0.7,,,IM-2000-31159 Syntype(s),"{, 2023 #837}",10/15/23
117216,211265,0.76,,,IM-2000-31160 Syntype(s),"{, 2023 #837}",10/15/23
117217,536895,0.22,,,IM-2000-31161 Holotype,"{, 2023 #837}",10/15/23
117218,1308193,0.2,,,IM-2000-31163 Syntype(s),"{, 2023 #837}",10/15/23
117219,141497,0.168,,,IM-2000-31164 Holotype,"{, 2023 #837}",10/15/23
117220,220108,0.125,,,IM-2000-31166 Holotype,"{, 2023 #837}",10/15/23
117221,863187,0.26,,,IM-2000-31167 Syntype(s),"{, 2023 #837}",10/15/23
117222,1549607,1.1,,,IM-2000-31168 Syntype(s),"{, 2023 #837}",10/15/23
117223,754458,2.4,,,IM-2000-3117 Figuré(s),"{, 2023 #837}",10/15/23
117224,766551,0.2,,,IM-2000-31170 Syntype(s),"{, 2023 #837}",10/15/23
117225,749147,1.7,,,IM-2000-31171 Syntype(s),"{, 2023 #837}",10/15/23
117226,1549605,2.63,,,IM-2000-31172 Syntype(s),"{, 2023 #837}",10/15/23
117227,748806,0.8,,,IM-2000-31175 Syntype(s),"{, 2023 #837}",10/15/23
117228,710146,1.04,,,IM-2000-31176 Lectotype,"{, 2023 #837}",10/15/23
117229,581858,3.1,,,IM-2000-31179 Holotype,"{, 2023 #837}",10/15/23
117230,750487,0.59,,,IM-2000-3118 Lectotype,"{, 2023 #837}",10/15/23
117231,549262,0.45,,,IM-2000-31180 Syntype(s),"{, 2023 #837}",10/15/23
117232,549262,0.45,,,IM-2000-31181 Syntype(s),"{, 2023 #837}",10/15/23
117233,549262,0.45,,,IM-2000-31183 Syntype(s),"{, 2023 #837}",10/15/23
117234,549262,0.45,,,IM-2000-31184 Syntype(s),"{, 2023 #837}",10/15/23
117235,749332,1.2,,,IM-2000-31186 Syntype(s),"{, 2023 #837}",10/15/23
117236,865061,0.68,,,IM-2000-31187 Syntype(s),"{, 2023 #837}",10/15/23
117237,865061,0.6,,,IM-2000-31188 Syntype(s),"{, 2023 #837}",10/15/23
117238,757949,4.17,,,IM-2000-31189 Lectotype,"{, 2023 #837}",10/15/23
117239,436882,1.44,,,IM-2000-3119 Lectotype,"{, 2023 #837}",10/15/23
117240,757949,3.65,,,IM-2000-31190 Paralectotype(s),"{, 2023 #837}",10/15/23
117241,1549141,8.5,,,IM-2000-31191 Holotype,"{, 2023 #837}",10/15/23
117242,761328,0.3,,,IM-2000-31192 Holotype,"{, 2023 #837}",10/15/23
117243,853820,2.4,,,IM-2000-31194 Syntype(s),"{, 2023 #837}",10/15/23
117244,599851,4.25,,,IM-2000-31198 Syntype(s),"{, 2023 #837}",10/15/23
117245,1549606,3.5,,,IM-2000-31199 Syntype(s),"{, 2023 #837}",10/15/23
117246,842879,1.6,,,IM-2000-31200 Syntype(s),"{, 2023 #837}",10/15/23
117247,747024,0.7,,,IM-2000-31201 Lectotype,"{, 2023 #837}",10/15/23
117248,750745,1.86,,,IM-2000-31202 Lectotype,"{, 2023 #837}",10/15/23
117249,547206,1.06,,,IM-2000-31204 Holotype,"{, 2023 #837}",10/15/23
117250,419463,1.44,,,IM-2000-31205 Holotype,"{, 2023 #837}",10/15/23
117251,1287737,2.4,,,IM-2000-31206 Lectotype,"{, 2023 #837}",10/15/23
117252,1292324,0.2,,,IM-2000-31209 Syntype(s),"{, 2023 #837}",10/15/23
117253,433973,2.41,,,IM-2000-3121 Holotype,"{, 2023 #837}",10/15/23
117254,865026,1,,,IM-2000-31210 Syntype(s),"{, 2023 #837}",10/15/23
117255,750749,2.05,,,IM-2000-31211 Syntype(s),"{, 2023 #837}",10/15/23
117256,387776,2.85,,,IM-2000-31212 Holotype,"{, 2023 #837}",10/15/23
117257,387776,2.72,,,IM-2000-31213 Paratype(s),"{, 2023 #837}",10/15/23
117258,1376285,5.7,,,IM-2000-31214 Syntype(s),"{, 2023 #837}",10/15/23
117259,1350261,0.47,,,IM-2000-31215 Syntype(s),"{, 2023 #837}",10/15/23
117260,748810,1.68,,,IM-2000-31216 Lectotype,"{, 2023 #837}",10/15/23
117261,1549604,2.8,,,IM-2000-31218 Syntype(s),"{, 2023 #837}",10/15/23
117262,419386,1.89,,,IM-2000-31219 Holotype,"{, 2023 #837}",10/15/23
117263,577184,0.27,,,IM-2000-31220 Syntype(s),"{, 2023 #837}",10/15/23
117264,581750,3.75,,,IM-2000-31221 Holotype,"{, 2023 #837}",10/15/23
117265,596650,0.4,,,IM-2000-31223 Syntype(s),"{, 2023 #837}",10/15/23
117266,141839,1.45,,,IM-2000-31224 Syntype(s),"{, 2023 #837}",10/15/23
117267,1549140,5.1,,,IM-2000-31228 Syntype(s),"{, 2023 #837}",10/15/23
117268,748812,1,,,IM-2000-31229 Syntype(s),"{, 2023 #837}",10/15/23
117269,867355,4.346,,,IM-2000-31230 Holotype,"{, 2023 #837}",10/15/23
117270,867355,3.656,,,IM-2000-31231 Paratype(s),"{, 2023 #837}",10/15/23
117271,867355,2.686,,,IM-2000-31232 Paratype(s),"{, 2023 #837}",10/15/23
117272,869985,0.178,,,IM-2000-31233 Holotype,"{, 2023 #837}",10/15/23
117273,865028,0.225,,,IM-2000-31234 Syntype(s),"{, 2023 #837}",10/15/23
117274,533477,0.35,,,IM-2000-31235 Syntype(s),"{, 2023 #837}",10/15/23
117275,761046,0.3,,,IM-2000-31236 Holotype,"{, 2023 #837}",10/15/23
117276,593899,0.3,,,IM-2000-31238 Lectotype,"{, 2023 #837}",10/15/23
117277,749178,0.42,,,IM-2000-3124 Syntype(s),"{, 2023 #837}",10/15/23
117278,180889,0.75,,,IM-2000-31240 Holotype,"{, 2023 #837}",10/15/23
117279,458589,0.58,,,IM-2000-31241 Holotype,"{, 2023 #837}",10/15/23
117280,458588,1.87,,,IM-2000-31242 Holotype,"{, 2023 #837}",10/15/23
117281,750600,1,,,IM-2000-31243 Lectotype,"{, 2023 #837}",10/15/23
117282,215208,1.61,,,IM-2000-31245 Syntype(s),"{, 2023 #837}",10/15/23
117283,594217,0.84,,,IM-2000-31246 Syntype(s),"{, 2023 #837}",10/15/23
117284,748813,1.6,,,IM-2000-31248 Syntype(s),"{, 2023 #837}",10/15/23
117285,225529,2.7,,,IM-2000-3125 Holotype,"{, 2023 #837}",10/15/23
117286,749335,0.91,,,IM-2000-31250 Syntype(s),"{, 2023 #837}",10/15/23
117287,581285,4.2,,,IM-2000-31251 Holotype,"{, 2023 #837}",10/15/23
117288,853819,1.8,,,IM-2000-31252 Syntype(s),"{, 2023 #837}",10/15/23
117289,757993,2.3,,,IM-2000-31253 Syntype(s),"{, 2023 #837}",10/15/23
117290,467397,2.7,,,IM-2000-31254 Lectotype,"{, 2023 #837}",10/15/23
117291,180886,0.69,,,IM-2000-31256 Holotype,"{, 2023 #837}",10/15/23
117292,864842,3.58,,,IM-2000-31258 Syntype(s),"{, 2023 #837}",10/15/23
117293,719228,0.4,,,IM-2000-31259 Syntype(s),"{, 2023 #837}",10/15/23
117294,749959,0.28,,,IM-2000-3126 Syntype(s),"{, 2023 #837}",10/15/23
117295,758202,0.106,,,IM-2000-31260 Holotype,"{, 2023 #837}",10/15/23
117296,445253,0.44,,,IM-2000-31261 Lectotype,"{, 2023 #837}",10/15/23
117297,740809,0.16,,,IM-2000-31263 Syntype(s),"{, 2023 #837}",10/15/23
117298,743404,4.18,,,IM-2000-31264 Syntype(s),"{, 2023 #837}",10/15/23
117299,743404,4.5,,,IM-2000-31265 Syntype(s),"{, 2023 #837}",10/15/23
117300,743404,3.81,,,IM-2000-31266 Syntype(s),"{, 2023 #837}",10/15/23
117301,887347,1.6,,,IM-2000-31267 Paratype(s),"{, 2023 #837}",10/15/23
117302,224596,0.67,,,IM-2000-31271 Holotype,"{, 2023 #837}",10/15/23
117303,750601,0.5,,,IM-2000-31273 Lectotype,"{, 2023 #837}",10/15/23
117304,224598,0.25,,,IM-2000-31275 Syntype(s),"{, 2023 #837}",10/15/23
117305,141701,0.14,,,IM-2000-31276 Holotype,"{, 2023 #837}",10/15/23
117306,864850,0.2,,,IM-2000-31278 Syntype(s),"{, 2023 #837}",10/15/23
117307,864850,0.2,,,IM-2000-31279 Syntype(s),"{, 2023 #837}",10/15/23
117308,432750,0.46,,,IM-2000-3128 Holotype,"{, 2023 #837}",10/15/23
117309,750877,0.7,,,IM-2000-31280 Lectotype,"{, 2023 #837}",10/15/23
117310,748818,0.6,,,IM-2000-31282 Lectotype,"{, 2023 #837}",10/15/23
117311,748818,0.6,,,IM-2000-31283 Paralectotype(s),"{, 2023 #837}",10/15/23
117312,864862,1.3,,,IM-2000-31284 Syntype(s),"{, 2023 #837}",10/15/23
117313,216374,8.7,,,IM-2000-31285 Syntype(s),"{, 2023 #837}",10/15/23
117314,1549601,2.15,,,IM-2000-31286 Syntype(s),"{, 2023 #837}",10/15/23
117315,750775,0.75,,,IM-2000-31287 Lectotype,"{, 2023 #837}",10/15/23
117316,864863,0.8,,,IM-2000-31288 Syntype(s),"{, 2023 #837}",10/15/23
117317,750603,1.05,,,IM-2000-31289 Lectotype,"{, 2023 #837}",10/15/23
117318,749957,6.5,,,IM-2000-3129 Lectotype,"{, 2023 #837}",10/15/23
117319,141844,0.5,,,IM-2000-31291 Holotype,"{, 2023 #837}",10/15/23
117320,748821,1.2,,,IM-2000-31292 Lectotype,"{, 2023 #837}",10/15/23
117321,748820,0.9,,,IM-2000-31294 Lectotype,"{, 2023 #837}",10/15/23
117322,224592,0.67,,,IM-2000-31297 Holotype,"{, 2023 #837}",10/15/23
117323,842869,1.5,,,IM-2000-31298 Syntype(s),"{, 2023 #837}",10/15/23
117324,864864,2.85,,,IM-2000-31299 Syntype(s),"{, 2023 #837}",10/15/23
117325,565545,0.42,,,IM-2000-3130 Syntype(s),"{, 2023 #837}",10/15/23
117326,944692,1.54,,,IM-2000-31300 Syntype(s),"{, 2023 #837}",10/15/23
117327,748822,1,,,IM-2000-31301 Lectotype,"{, 2023 #837}",10/15/23
117328,141481,0.106,,,IM-2000-31303 Holotype,"{, 2023 #837}",10/15/23
117329,1549572,2.22,,,IM-2000-31306 Syntype(s),"{, 2023 #837}",10/15/23
117330,413435,2.55,,,IM-2000-31307 Syntype(s),"{, 2023 #837}",10/15/23
117331,1549570,1.8,,,IM-2000-31308 Syntype(s),"{, 2023 #837}",10/15/23
117332,435678,4.05,,,IM-2000-3131 Lectotype,"{, 2023 #837}",10/15/23
117333,865268,1.8,,,IM-2000-31311 Syntype(s),"{, 2023 #837}",10/15/23
117334,723360,0.84,,,IM-2000-31312 Syntype(s),"{, 2023 #837}",10/15/23
117335,865157,3.18,,,IM-2000-31313 Syntype(s),"{, 2023 #837}",10/15/23
117336,547248,0.65,,,IM-2000-31314 Syntype(s)?,"{, 2023 #837}",10/15/23
117337,724138,1.75,,,IM-2000-31315 Lectotype,"{, 2023 #837}",10/15/23
117338,754268,0.45,,,IM-2000-31317 Lectotype,"{, 2023 #837}",10/15/23
117339,141704,0.18,,,IM-2000-31318 Holotype,"{, 2023 #837}",10/15/23
117340,757992,2.52,,,IM-2000-31320 Syntype(s),"{, 2023 #837}",10/15/23
117341,750796,1.02,,,IM-2000-31321 Syntype(s),"{, 2023 #837}",10/15/23
117342,413436,3.8,,,IM-2000-31322 Syntype(s),"{, 2023 #837}",10/15/23
117343,749337,2.1,,,IM-2000-31323 Lectotype,"{, 2023 #837}",10/15/23
117344,141482,0.085,,,IM-2000-31325 Holotype,"{, 2023 #837}",10/15/23
117345,437302,0.8,,,IM-2000-31326 Syntype(s),"{, 2023 #837}",10/15/23
117346,894270,1.5,,,IM-2000-31327 Holotype,"{, 2023 #837}",10/15/23
117347,894271,2.08,,,IM-2000-31328 Holotype,"{, 2023 #837}",10/15/23
117348,180901,0.248,,,IM-2000-31329 Holotype,"{, 2023 #837}",10/15/23
117349,458382,2.55,,,IM-2000-3133 Holotype,"{, 2023 #837}",10/15/23
117350,748829,0.7,,,IM-2000-31331 Syntype(s),"{, 2023 #837}",10/15/23
117351,594176,0.37,,,IM-2000-31332 Holotype,"{, 2023 #837}",10/15/23
117352,731224,3.34,,,IM-2000-31334 Syntype(s),"{, 2023 #837}",10/15/23
117353,749338,1.04,,,IM-2000-31335 Syntype(s),"{, 2023 #837}",10/15/23
117354,750808,1.1,,,IM-2000-31336 Lectotype,"{, 2023 #837}",10/15/23
117355,220109,0.6,,,IM-2000-31337 Syntype(s),"{, 2023 #837}",10/15/23
117356,581915,0.32,,,IM-2000-31338 Syntype(s),"{, 2023 #837}",10/15/23
117357,436966,2.7,,,IM-2000-3135 Néotype,"{, 2023 #837}",10/15/23
117358,864793,0.7,,,IM-2000-31373 Syntype(s),"{, 2023 #837}",10/15/23
117359,750809,1.02,,,IM-2000-31374 Lectotype,"{, 2023 #837}",10/15/23
117360,467283,0.8,,,IM-2000-31376 Holotype,"{, 2023 #837}",10/15/23
117361,754269,1.3,,,IM-2000-31377 Syntype(s),"{, 2023 #837}",10/15/23
117362,413406,5.3,,,IM-2000-31378 Holotype,"{, 2023 #837}",10/15/23
117363,389171,0.35,,,IM-2000-31379 Holotype,"{, 2023 #837}",10/15/23
117364,433608,0.77,,,IM-2000-3138 Holotype,"{, 2023 #837}",10/15/23
117365,546904,2.15,,,IM-2000-31380 Syntype(s),"{, 2023 #837}",10/15/23
117366,458555,2.04,,,IM-2000-31381 Holotype,"{, 2023 #837}",10/15/23
117367,139131,0.61,,,IM-2000-31382 Holotype,"{, 2023 #837}",10/15/23
117368,864794,1.73,,,IM-2000-31384 Syntype(s),"{, 2023 #837}",10/15/23
117369,449994,0.46,,,IM-2000-31385 Holotype,"{, 2023 #837}",10/15/23
117370,413443,0.52,,,IM-2000-31387 Holotype,"{, 2023 #837}",10/15/23
117371,449985,0.3,,,IM-2000-31389 Holotype,"{, 2023 #837}",10/15/23
117372,749955,2.72,,,IM-2000-3139 Syntype(s),"{, 2023 #837}",10/15/23
117373,744973,0.36,,,IM-2000-31391 Holotype,"{, 2023 #837}",10/15/23
117374,449992,0.87,,,IM-2000-31393 Holotype,"{, 2023 #837}",10/15/23
117375,180908,0.72,,,IM-2000-31394 Holotype,"{, 2023 #837}",10/15/23
117376,180880,0.2,,,IM-2000-31396 Holotype,"{, 2023 #837}",10/15/23
117377,180917,1.2,,,IM-2000-31398 Holotype,"{, 2023 #837}",10/15/23
117378,749954,1.17,,,IM-2000-3140 Lectotype,"{, 2023 #837}",10/15/23
117379,449951,0.66,,,IM-2000-31401 Holotype,"{, 2023 #837}",10/15/23
117380,449950,1.03,,,IM-2000-31403 Holotype,"{, 2023 #837}",10/15/23
117381,536901,0.156,,,IM-2000-31405 Holotype,"{, 2023 #837}",10/15/23
117382,449999,0.156,,,IM-2000-31407 Holotype,"{, 2023 #837}",10/15/23
117383,536902,0.132,,,IM-2000-31408 Holotype,"{, 2023 #837}",10/15/23
117384,435182,3.76,,,IM-2000-3141 Holotype,"{, 2023 #837}",10/15/23
117385,449995,0.28,,,IM-2000-31410 Holotype,"{, 2023 #837}",10/15/23
117386,449962,1.15,,,IM-2000-31411 Holotype,"{, 2023 #837}",10/15/23
117387,748778,1.05,,,IM-2000-31413 Lectotype,"{, 2023 #837}",10/15/23
117388,141973,0.172,,,IM-2000-31414 Holotype,"{, 2023 #837}",10/15/23
117389,467160,1.47,,,IM-2000-31415 Holotype,"{, 2023 #837}",10/15/23
117390,467309,0.52,,,IM-2000-31417 Holotype,"{, 2023 #837}",10/15/23
117391,467293,1.26,,,IM-2000-31418 Holotype,"{, 2023 #837}",10/15/23
117392,467170,1.3,,,IM-2000-31421 Holotype,"{, 2023 #837}",10/15/23
117393,467294,1.4,,,IM-2000-31435 Holotype,"{, 2023 #837}",10/15/23
117394,467321,1.15,,,IM-2000-31438 Holotype,"{, 2023 #837}",10/15/23
117395,433878,3.02,,,IM-2000-3144 Holotype,"{, 2023 #837}",10/15/23
117396,467314,0.36,,,IM-2000-31444 Holotype,"{, 2023 #837}",10/15/23
117397,467173,0.69,,,IM-2000-31446 Holotype,"{, 2023 #837}",10/15/23
117398,467153,1.87,,,IM-2000-31450 Holotype,"{, 2023 #837}",10/15/23
117399,467212,1.05,,,IM-2000-31453 Holotype,"{, 2023 #837}",10/15/23
117400,467181,1.02,,,IM-2000-31462 Holotype,"{, 2023 #837}",10/15/23
117401,467183,1.1,,,IM-2000-31468 Holotype,"{, 2023 #837}",10/15/23
117402,1549605,2.13,,,IM-2000-31475 Syntype(s),"{, 2023 #837}",10/15/23
117403,1549605,2.01,,,IM-2000-31476 Syntype(s),"{, 2023 #837}",10/15/23
117404,467310,1.2,,,IM-2000-31477 Holotype,"{, 2023 #837}",10/15/23
117405,435589,0.4,,,IM-2000-3148 Syntype(s),"{, 2023 #837}",10/15/23
117406,467311,0.66,,,IM-2000-31492 Holotype,"{, 2023 #837}",10/15/23
117407,467311,0.74,,,IM-2000-31493 Paratype(s),"{, 2023 #837}",10/15/23
117408,467202,1.28,,,IM-2000-31494 Holotype,"{, 2023 #837}",10/15/23
117409,433974,6.88,,,IM-2000-3150 Holotype,"{, 2023 #837}",10/15/23
117410,865081,1,,,IM-2000-31504 Holotype,"{, 2023 #837}",10/15/23
117411,467240,1.95,,,IM-2000-31505 Holotype,"{, 2023 #837}",10/15/23
117412,238080,1.05,,,IM-2000-31510 Syntype(s),"{, 2023 #837}",10/15/23
117413,467210,1.78,,,IM-2000-31511 Holotype,"{, 2023 #837}",10/15/23
117414,852911,0.88,,,IM-2000-31512 Syntype(s),"{, 2023 #837}",10/15/23
117415,467227,1.15,,,IM-2000-31513 Holotype,"{, 2023 #837}",10/15/23
117416,467231,1.02,,,IM-2000-31526 Holotype,"{, 2023 #837}",10/15/23
117417,467312,0.91,,,IM-2000-31529 Holotype,"{, 2023 #837}",10/15/23
117418,467236,1.14,,,IM-2000-31531 Holotype,"{, 2023 #837}",10/15/23
117419,467242,1.02,,,IM-2000-31538 Holotype,"{, 2023 #837}",10/15/23
117420,749168,0.625,,,IM-2000-3154 Lectotype,"{, 2023 #837}",10/15/23
117421,467243,1.15,,,IM-2000-31547 Holotype,"{, 2023 #837}",10/15/23
117422,749168,0.7,,,IM-2000-3155 Paralectotype(s),"{, 2023 #837}",10/15/23
117423,467248,1.23,,,IM-2000-31550 Holotype,"{, 2023 #837}",10/15/23
117424,749961,0.6,,,IM-2000-3156 Syntype(s),"{, 2023 #837}",10/15/23
117425,467279,0.76,,,IM-2000-31572 Holotype,"{, 2023 #837}",10/15/23
