name,cor,med_diff,mean_diff,sd_diff,max_diff,max_sp
127,0.9841666443439003,30,485.86637820395293,1313.9619764871097,25070,111431
128,0.9847035134059424,21.5,480.1851417256426,1290.5185008210751,24052,111217
129,0.9832561156439905,27,495.43397748524075,1352.763268814965,24807,761621
130,0.983708653403436,23,483.0568002640167,1336.40808592017,24875.5,111158
131,0.983417347796689,25.5,487.55722195739065,1348.2306015949928,25422,761621
132,0.9830467521220306,20,491.83924315206633,1363.623149969125,25561,111072
133,0.9833833735703654,30,484.8194785669759,1350.7771869532328,25550.5,111431
134,0.9823334264396859,24,500.78137948736753,1392.4830541878725,24776.5,111425
135,0.9831069410895649,30,491.2429687213524,1361.1003724942575,25036.5,111072
136,0.9838393070764406,25,487.5790766748561,1328.6838600966937,25026,111362
137,0.9822631099718142,30,507.11330717612117,1393.32105941216,25597,111072
138,0.9827326373062215,24,497.4104359942796,1375.82353565592,25238.5,111431
139,0.9833022541919167,17,492.5153459719116,1351.7146492540442,25245,111352
140,0.9835674162788383,34.5,492.17806461075867,1339.6257642698197,24801.5,111425
141,0.9828886408683235,20.5,492.4696197425837,1370.564015644057,25532.5,111431
142,0.9834290680122263,18,484.59026071651203,1348.7614840011897,25051.5,111362
143,0.9827472025844984,27.5,494.60617505775366,1376.179123744968,25324.5,111431
144,0.9838046840347566,21.5,488.0726045982912,1330.1172822890608,24379,111354
145,0.9825818655143468,18,494.1750210846687,1383.7586303642713,25261,111431
146,0.9832080436818831,21,494.38381430823955,1355.347399843179,24425,111355
147,0.9838659489241819,20,485.5782699570973,1328.174412779478,25235.5,111352
148,0.9836517683274422,22.5,489.09720948993436,1336.8484954514827,25052.5,111072
149,0.9835394823050408,28.5,490.1693373913681,1341.6535535304065,25259,111431
150,0.9828196645475079,25.5,490.59128744820504,1374.3513084609056,24675,111354
151,0.9830821375356584,19.5,487.4316306699424,1363.5978289372345,24787,761621
152,0.9826430330474807,21.5,495.49473800007337,1380.5434166602686,25606,111072
153,0.9836388581005681,22.5,485.05584687030176,1338.9180861764746,25343,111431
154,0.9831656427209149,27.5,491.83960984195664,1358.2086228287142,24765.5,111425
155,0.9843551154926017,25.5,477.0090939092809,1308.3053338289544,25088.5,111431
156,0.9820231225290299,26,507.6817865131458,1403.749400495994,24785,111425
157,0.9839972632656,19,480.5516849400462,1323.868022179836,24523.5,111354
158,0.9825921699710326,21.5,491.25745297202155,1384.3359330980318,24878,111431
159,0.9834634302916916,19.5,486.67346265263467,1346.430089559816,25519,111431
160,0.9838210305920306,21,480.2657768325327,1332.196219847374,25261,111352
161,0.9830860049768515,19,488.75461112537124,1362.9482161245517,25574.5,111072
162,0.9835019320741148,25,487.42693703934583,1344.3844937447561,25026,111362
163,0.9845160004311077,16,479.4585457078948,1299.7608821353347,25027.5,111431
164,0.9844589459294393,26,478.79711048366397,1302.7213122102696,25553,111431
165,0.9834717470137704,20,490.80360089472333,1344.5468494364686,25035.5,111072
166,0.9827951092048459,23.5,492.5348538740787,1374.764039534624,24925,111072
167,0.9826034478850673,18,502.5196362436288,1379.7808011532843,24783.5,111425
168,0.9844810728600496,27,478.31260313153166,1301.8464208522523,25250.5,111431
169,0.98278558631489,18.5,492.19610575336435,1375.3137888739268,25593.5,111072
170,0.9833360108169961,23,485.0324520552968,1352.8720628760314,25534.5,111431
171,0.9837260943817535,28.5,496.05995379707383,1330.8238092669897,24442,111355
172,0.982844248214022,27,493.9119577573246,1372.052011620908,25319,111431
173,0.9840390918346079,20.5,483.01965457812327,1321.0086645102774,25000.5,111431
174,0.9835272942401588,22.5,492.11279381027464,1341.504408258169,24478.5,111352
175,0.9828158494665702,17.5,492.79069341058266,1373.7364718756198,24943,111352
176,0.9824511989767502,18.5,497.1354919144879,1388.5425344577807,25590.5,111072
177,0.9835545486983661,24,498.07766491877817,1338.039891658208,24458,111351
178,0.9838561898160857,21.5,489.71156173224307,1327.111858976323,25036,111362
179,0.9834408786440565,26.5,495.1822815444978,1344.3644714853542,25154,111362
180,0.9830606581786345,18.5,487.7558578709985,1364.4580132597428,24790,761621
181,0.983753583152282,26,486.8405999046606,1332.9467353392172,24327,761621
182,0.9829105976881486,27,490.34303839243154,1370.333534889152,25408,761621
183,0.9828818173133264,20,488.7511642404019,1372.2023153386585,25550,111431
184,0.9833795988870108,17,489.49396795130355,1349.2635085424686,24900,111352
185,0.9833424841606047,18,484.20637307029443,1352.8718348946998,25256,111431
186,0.9827301485268076,22.5,495.41857650984565,1376.654473397512,25082,111431
187,0.9830703214570888,29,498.9944996516446,1359.947097251267,24567,111367
188,0.9836165350313975,17,484.77404568956035,1340.0532776267657,25250,111431
189,0.9834813484986428,33.5,496.72010560668843,1341.9297848790418,25536,111431
190,0.9836110718010198,17,484.3474753401049,1340.460098880059,25068.5,111362
191,0.9823705441927489,19,497.6288364929779,1391.9611492161466,25124.5,111362
192,0.9826923053820394,20,498.4427047046313,1377.2660769665993,25333,111431
193,0.9830653118162944,24,492.2251842616699,1362.6400276129712,25023.5,111362
194,0.982904465503431,24.5,493.39697847530346,1369.5140354455662,25061,111431
195,0.9832070240019988,24.5,493.4457482307213,1355.7354030338672,25419,761621
196,0.9832708033036928,16,484.5538484103993,1356.0273868536315,24820,111425
197,0.9835102955266828,30,493.1287814894943,1341.916940766319,25035.5,111362
198,0.9838056951504695,19.5,487.50412526126655,1330.2787962985071,25043.5,111362
199,0.9830213930390255,21.5,490.0503831909354,1365.4188022803078,25101.5,111362
200,0.982687674071886,14.5,494.8395365039786,1378.7729853113117,25412.5,111158
201,0.9822214161721041,19.5,501.5476146822632,1397.1847592965817,25241,111431
202,0.9828002917535438,18,493.0413992886216,1374.3481178433078,25573.5,111072
203,0.9835309228664861,24.5,493.18176817865134,1340.9442026564288,25309.5,111431
204,0.9831889343764822,22.5,489.91023431483995,1357.8429444117612,25154.5,111362
205,0.982905624224498,25,494.972498258223,1368.8930666021656,24943,111352
206,0.9841453085557716,25,481.1359686113454,1316.706675288989,25533.5,111431
207,0.9847136947911718,20,475.70994829672543,1291.6866574440978,24324.5,111425
208,0.9833247653552855,20.5,489.05764365076453,1351.9382451832994,24788,761621
209,0.9825881866423352,28.5,497.8899563639031,1382.143560094212,25411,761621
210,0.9833488847148009,21.5,485.46877635583587,1352.1256086802034,25238.5,111352
211,0.9832719396617242,17.5,485.6977375233765,1355.5657449248743,24937,111072
212,0.9823431073702121,21,499.1887719555572,1392.6241957915793,25396,761621
213,0.9836828070002468,23,481.9858457702321,1337.9926010824545,25007,111072
214,0.9829777470537443,21.5,492.27806094385977,1366.597834289375,25058,111362
215,0.9830234437420893,18.5,487.9639910527667,1366.0724607734319,24991.5,111158
216,0.9833774301265978,24,491.84474350042166,1348.5079934311775,25069.5,111362
217,0.9835102948356893,22,487.68809357926,1343.9038470877426,25396,761621
218,0.983010777000978,18,492.2713871878552,1365.1012368510783,24936,111072
219,0.9824728812169491,15.5,495.48190385391075,1388.1653116487832,25325,111431
220,0.9838757576120493,20.5,477.80492097832865,1330.5336617785229,24760.5,111425
221,0.9829495088293658,19,492.82871915221295,1367.6794230496728,25594.5,111072
222,0.9827991809078974,20.5,495.69194382310883,1373.444012677497,25596,111072
223,0.9827028745674943,20,496.2812144769169,1377.5712708612903,24941.5,111352
224,0.9834200670323704,21.5,488.3622529426864,1347.8144633531274,24583,1326881
225,0.9827686528969877,24,498.9340324887243,1373.6481434404618,24936,111072
226,0.983707362497678,19,487.50203512889146,1334.853034911524,24797,761621
227,0.9829085512371297,25.5,491.3059293755271,1370.081026723769,25050.5,111362
228,0.9836010868422804,24,489.1234278170951,1339.1868219959551,24763,111425
229,0.9827852932463704,20,496.1430090572403,1373.9084698302813,25078,111431
230,0.9830579252766959,19,492.80180411426056,1362.7675483655678,24917.5,111352
231,0.9834843392979674,26.5,491.5542517692787,1343.6922905796828,24934.5,111352
232,0.9831874924429751,27.5,495.8780389424664,1355.7415056957338,25326,111431
233,0.9831131015294348,28,493.66088518939534,1359.943680135839,24363,111425
234,0.9839636124851564,26,484.6067250925892,1323.9650322718662,25240,111352
235,0.9831309374465833,25.5,490.05258333027757,1360.436487454967,24204,111355
236,0.9828746366611787,29,493.3878478970335,1370.8670448268601,25198.5,111352
237,0.9836681937733122,22,476.412856147556,1340.6630210381707,25330,111431
238,0.9836509168334457,30,492.7459939129478,1335.54770183611,25024,111431
239,0.9835569717982735,19,484.8626012980822,1342.7732435986718,25059,111362
240,0.9826632479046615,20,493.95735396575117,1380.1863654352737,25153,111362
241,0.983345862967389,26,495.9566205859704,1348.453103160119,25262,111431
242,0.9829614178030717,27.5,500.49473800007337,1364.3521178578853,24932.5,111072
243,0.9835397345537,21,489.22470756481243,1341.9864701907366,25140,111362
244,0.9826843068584549,22,494.382237541711,1379.0883160692551,25585.5,111072
245,0.9820983077114197,22.5,499.775769132045,1403.2671172905566,25009.5,111431
246,0.9826337727367904,16,500.7345531883686,1379.067504901081,25255,111352
247,0.9838468987086079,27,483.47427670419125,1329.82989882798,25024,111431
248,0.9829528488915114,23.5,494.38627113050495,1366.9655436362734,25096.5,111362
249,0.9836679050075309,21,483.06266730226247,1338.29437689682,25445,761621
250,0.9830215451224771,25,487.3785339738183,1366.3681044710452,25585.5,111072
251,0.9828848074857358,18.5,493.9298888929632,1370.2110015664102,25323,111431
252,0.9822709974525918,16.5,490.45388874628725,1398.9230515156269,25604,111072
253,0.983653820050692,25,489.6661288548275,1336.5452189298883,25032.5,111362
254,0.9833766444211508,26,492.96406439074474,1348.1352692821574,24870,111431
255,0.9834615012623478,25.5,484.0048036375637,1347.4805864476657,25247,111431
256,0.9836922087090195,23.5,488.10854020754647,1335.3344886642064,25587.5,111072
257,0.983825992465466,23.5,488.449561805581,1328.9857233866785,25305.5,111431
258,0.9831094933314715,19.5,487.0440027868432,1362.492444769297,25183.5,111352
259,0.9837681683177348,23.5,481.7099482967255,1334.1319999452824,25241,111352
260,0.9836342006566126,21,481.8011074034689,1340.3082058123412,25103.5,111362
261,0.9839450592784509,28,490.86223460819184,1322.528162418204,25243.5,111431
262,0.9834777284249492,16.5,481.2520259616442,1347.7202402835233,25063,111362
263,0.9825530351302477,26,492.4846540280884,1385.6514166924792,25248.5,111352
264,0.9834330990150701,23,490.26834366176524,1346.5225575506358,25031.5,111072
265,0.9843424248213668,28,488.1523963184335,1304.7914527299033,24217,111351
266,0.9818773162202384,23.5,502.5886839499835,1411.995528319296,25268,111431
267,0.9828346359040419,22,486.791023431484,1375.0274132286502,25417,761621
268,0.9821535404052412,17.5,492.9129478200286,1403.2554645676419,25255,111431
269,0.9832708725543118,18.5,488.52165303802576,1354.5994111625084,25041.5,111431
270,0.9837537036414855,28,483.60507498808255,1334.1186868820362,24807.5,111355
271,0.9836544475913921,22,487.6305599354626,1337.2602339114862,24939,111072
272,0.9833076229451916,32,487.18954200432694,1353.398151932831,25059,111431
273,0.9839984979548565,36.5,489.41828315793333,1320.558144923335,24943,111352
274,0.9841179799750207,29.5,484.64592424186867,1316.7048579642274,25585,111072
275,0.9831399913311504,23,495.2999523303143,1358.121488213397,25050.5,111362
276,0.9834859785887751,32,482.69814088225587,1346.8239388987522,25073,111431
277,0.9831498101431514,17.5,485.3603828242455,1361.2583863115565,24900.5,111352
278,0.9834027422029411,23.5,490.00872721939055,1348.013164380443,25072,111362
279,0.9828545234477385,24.5,498.49840489897696,1369.9270992461657,25037.5,111431
280,0.9828963639387305,21.5,488.39386161123537,1371.6728078002743,25605.5,111072
281,0.9836351203671309,23,483.45927908767555,1339.6688407443703,25533,111431
282,0.9835230294241426,19,491.9343991786147,1341.7670938661038,24383,111425
283,0.9833988673302545,26.5,491.4659528436801,1347.6602219009312,24560,111367
284,0.9825518309701239,27,494.3993252906017,1385.023585639497,25134.5,111362
285,0.9824137991515489,30,500.3771038832459,1389.046837534053,24946,111072
286,0.983303472138763,17,484.92332514392575,1354.4004176918347,25323,111431
287,0.9837148559898764,26,480.31403322210406,1337.1090326331766,25080.5,111431
288,0.9817328465001214,22,500.42836712991823,1419.0863425944165,25319.5,111431
289,0.9833316167185461,25,482.2468923031792,1354.0690044657756,25569.5,111072
290,0.9827938662145935,23.5,492.0411792746874,1374.995997804032,25076.5,111431
291,0.9833718047968588,29.5,491.5723662498625,1348.866252326112,25064.5,111431
292,0.9833154973500131,17.5,485.42521359686117,1353.6706076164076,25203.5,111352
293,0.9835116616543204,16.5,481.2696270763815,1346.1525104623126,24358,111425
294,0.9823296255618083,28.5,501.9089509002237,1392.2461108590824,25207,111352
295,0.9835350445534145,16.5,481.5918741520296,1344.9602771068028,25244,111431
296,0.9830014867664671,24,493.16050016501043,1365.2019172563755,25002,111431
297,0.9832594960798449,19,486.06857100949725,1356.0021967468954,25571,111072
298,0.9830189393921406,33,499.3016391038099,1362.1741615505412,25132,111362
299,0.9837584832178558,25.5,485.0987495874739,1333.3539278671783,25308,111431
300,0.9825619948866157,24.5,500.4369110043636,1382.397893244822,24930,111072
301,0.9820840800192451,24,499.91720142275676,1403.8454376133318,25154,111362
302,0.9828460635664488,29.5,498.54581790180043,1370.2924924250658,24567,1326881
303,0.9839982726746817,23.5,482.9159913461186,1322.9602076759916,24899,111352
304,0.9828985933761802,25.5,493.20787649884494,1369.848286309296,25598.5,111072
305,0.9834569187015085,20,491.1228044442815,1345.1139953058728,25196.5,111352
306,0.9832938971308769,25,493.1798247222324,1351.8555521468154,25059,111362
307,0.9830442779558954,25.5,493.4343441751311,1363.158784019968,25567,111072
308,0.9835049511529939,18,489.0940926258663,1343.6388563436356,25078,111431
309,0.9834871229677802,25,494.8099079608375,1342.3682455898538,24591,111355
310,0.983805438456476,16,486.56312566462543,1330.6350580676426,25414,761621
311,0.9843771734197825,23,482.9580140075538,1305.0735370287223,24752,111425
312,0.9825220150684447,25,495.9057973671666,1385.8181251186427,25395,111158
313,0.9825117035738505,23.5,492.45843570092774,1387.5084443346625,25405,761621
314,0.9842228458410329,19,476.32870081771847,1314.8026840775085,24961.5,111072
315,0.9835971735797623,27.5,487.65919841589965,1339.9025499786592,25241,111431
316,0.9837233139967207,21.5,483.35557918668184,1335.620148821504,25584,111072
317,0.9830459463216127,18,489.2940119540904,1364.5750395836224,25016,111072
318,0.983060850218914,19,490.95530050236516,1363.301031575816,24943,111072
319,0.9830363891025232,22,484.4365809834623,1366.7410170224439,25212,111352
320,0.9832006465527128,21,482.3892046496278,1360.0000694037526,25242.5,111352
321,0.9840380797931558,23.5,482.69194382310883,1321.1758397997985,25296,111431
322,0.9826460052004666,17.5,489.99985332404384,1382.3701641982143,25399,761621
323,0.9849821215108623,25.5,473.1015364306406,1279.7097106103201,24195,111355
324,0.9830354119943129,27,494.64684096659454,1363.1223212388272,25006.5,111431
325,0.9829497314932218,27.5,500.9064207399802,1364.731376976781,24915,111072
326,0.9817059411477068,14,498.5910307652818,1420.9069203578126,25578.5,111072
327,0.9826339268516909,27,499.337428037109,1379.56707695561,24829,111425
328,0.984207616496678,25,476.1787613215504,1315.5750498720822,25257,111352
329,0.9824720891149622,26,502.1873785339738,1385.7892090771627,25328,111431
330,0.9832421586919793,23.5,492.18400498698253,1354.5878870540976,25100,111362
331,0.9819585144489577,25,501.77169887426203,1408.7181441010532,25311.5,111431
332,0.9831608593934614,24.5,487.82054196765796,1359.8753712489197,24950,111352
333,0.9830636226373743,20,486.9111510395658,1364.624731969296,25408,761621
334,0.9840355792792888,24,482.07352132301713,1321.5190933762703,25410,761621
335,0.9837218140726449,29,492.7791060100473,1332.241322128355,25026.5,111362
336,0.9836296426581136,20,485.03278207619815,1339.3529156917582,25032.5,111072
337,0.983547165749269,25,487.84338674782737,1342.1460674179511,24846,111431
338,0.9840538857996296,19.5,482.26566682556563,1320.5901701986768,24923.5,111072
339,0.9844356699076245,18,475.21367019911264,1305.1386757796681,25252.5,111352
340,0.9837170312135863,20.5,487.24718565509147,1334.4967668133127,24932,111072
341,0.9822843962307553,24.5,494.4266070184445,1396.9292874300113,24938.5,111352
342,0.9825032513789328,22,502.4645594220967,1384.2945464287357,25591,111072
343,0.9841429935986382,38.5,488.5564885776099,1314.0793865682151,25256.5,111431
344,0.982787808503705,19.5,493.50493197902534,1374.7445980432738,24877.5,111158
345,0.9834222719602403,25.5,494.5359172747607,1345.459466264245,25031.5,111431
346,0.9831446633393347,22,487.6256096219427,1360.6832557969972,25587,111072
347,0.9838958124202611,22.5,485.1497561512229,1326.9361742866831,24459,111158
348,0.9823776808740694,22,495.28700817718453,1392.4788900467322,25575.5,111072
349,0.9827633302510903,20.5,503.85673425983646,1372.0905725510577,25028.5,111072
350,0.9833316810895802,20,485.9563639030472,1352.7390091521843,25192.5,111352
351,0.9826376172131365,22,499.55590187378533,1379.3223512051845,24937,111352
352,0.9846087660404099,23.5,477.76572182904914,1295.9554359955528,24829,111425
353,0.9833288746983145,23.5,492.40460562502295,1350.534160761312,25027,111431
354,0.9837451708391121,19,484.1382420886656,1334.3214216257227,24523,111354
355,0.9839149564856778,22,478.83755637857064,1328.3345106558418,25588.5,111072
356,0.9831119539828852,15,487.59341424956915,1362.1839978087467,25024,111431
357,0.9836564016813265,20.5,483.66132521726377,1338.610695461675,25545,111431
358,0.9829420928153968,25.5,487.79872391918155,1369.8170061752332,25036,111072
359,0.9825880502681575,23,494.6568882695904,1383.3094132888054,25589,111072
360,0.9827766379832004,21,488.0711378387298,1377.1863688728513,24564.5,1326881
361,0.983239932207076,23,492.83473286641487,1354.4532042673504,25089,111362
362,0.9833425456064019,20,493.2972388251256,1349.580262935463,25593,111072
363,0.9834120959993855,17.5,492.6389571339518,1346.6235982867859,25548,111431
364,0.9838985290743482,22,487.42906384070994,1325.9742953198847,24790,111158
365,0.981769199673025,26.5,503.7890799750651,1416.3069254924749,25568,111072
366,0.9842321280992313,19.5,474.92086832166035,1314.8747916235238,24779,761621
367,0.9825721929228612,17,490.7713688533607,1385.402274375194,25025,111431
368,0.9821791207739615,26,501.2331414322907,1399.1724270599793,25577,111072
369,0.9840326496140372,22.5,482.998973268307,1321.31814272177,25550.5,111431
370,0.983268557836814,20.5,490.9697847530344,1353.8201950957748,25401,761621
371,0.9831859928044951,25.5,490.92603864911445,1357.610465518125,25335,111431
372,0.983355358774399,19,484.1819515235965,1352.2906469426068,25587.5,111072
